ye mar gata tha kya,0
think gonna die...,0
"man hope thor like thor grew comic books, real man serious thor. not like comedy thor saw last movie. man marvel joke!!",1
thor gon die one,-1
thank goodness back serious thor.,1
11 month 17 day couldnt feel longer!,0
didnt play one ps5?,1
absolute fan service,1
holy,0
better good.,1
hero saw teaser theater day went online gather here. saw yesterday avatar 3 screening.,1
cant feel hype franchise anymore..,0
lot u need stillness thor talk about. but found jesus alone.,-1
thor praying power crazy. scary doom gonna,-1
"marvel please remove comedy movies. like serious tone this. unless character like deadpool. need action, adventure drama. stop cheap comedy gimmicks!!!",1
behold return real thor...,0
canto 9 tomorrow,0
oh waiting deadpool scene. thor crying?,-1
"me, thor giving kratos vibes?",1
"oh nah, he dying first",-1
"watched theatre today avatar 3 starting, today youtube. wow, correct timing",1
god thunder,1
let gooooo!,0
look like american government ad,1
finally! serious thor again!,-1
always get jealous watching marvel trailer cant wait part marvel franchise one day,1
nerfed thor bad endgame show solid comeback doomsday,-1
whats going happen love? dont recall last time saw thor knees. doom going live name.,1
go head time please.,1
"dangit marvel, youre actually making think seeing this.",1
finally going see serious thor. best kind. og marvel god.,1
bring back kang.,0
diffrence thor actually praying loki not odin time,1
like old day like old marvel,1
"dont know man.i excited this, but doesnt hit anymore me. hot take, guess.",1
feel like theyre slowly introducing avenger bro,1
not warrior gonna come home bakery outfit something,0
release x men trailer,0
"get smth week , im sooo . first cap , thor , whose next , loki ?!",0
go hard,-1
let go,0
oh... thor definitely going die,-1
good see thor finally getting life back together,1
,0
infinity war thor back let gooooo!,-1
hair getting shorter mean something new coming,0
"odin thor, god haircuts?",1
yeaa he come back infinity war endgame beginning,-1
coming,0
"please farter, thrust you, jesus",1
fat thor gang assemble!!!!!!!!!!!,0
"mcu movie like tv series, except episode full movie.",1
yeah imagin serious thor reaction see brother alive,1
spiderman,0
first seven hours!,0
avenger childrens day,0
"4,324 thing missed avenger doomsday teaser",-1
think rather lame,-1
waiting loki,0
saw teaser imax 3d,-1
anyone else hate watching these?,-1
doom ki fielding set hai,-1
"yall better not crunching time let people take time, editor life know beyond that, excited movie",1
thor always lost,0
gonna go head time,0
let gooo! 2026 gonna lit,0
feel like took approach like infinity war end game. lame,-1
crazy,-1
marvel might try best come back bringing back hero but not convinced anymore!,1
goosebump,0
infinity war haircut...going head thats sure..,-1
hold yall get hyped cameo fest movie,0
thank chris year dedication god thunder,1
finally something come gta 6.,0
didnt thor one blue eye brown prosthetic rocket?,0
thor,0
tired seeing small clip hero returning. give u dam trailer teasing character plot villians. lazy teasing.,-1
hate buzz cut thor.. keep hair man,-1
really putting doom pedestal. he powerful. but ff beat him. peter alone respected doom.,1
dream moment like yall. cant wait doomsday.,1
odin force thor???,0
"really hope film redeems thor love thunder especially endgame, felt like joke wasnt taking anything serious. need infinity war thor",1
im ready movie,1
"...and return home her. not warrior, but warmth. teach not battle, but stillness. kind never knew. goddamn!",1
he kratos arc...,0
back old thorrr,0
thank god there serious thor,1
hope badly movie thor hold deadpool.,-1
kill thor not watch marvel,-1
kratos lore,0
yeah thor might die lowkey,-1
"knew thor would return cast announcement trailer, but teaser still gave chills, especially since short hairstyle back.",-1
e,0
"feel like thor used know, not version love thunder,comedy central guy",1
reed kid steves kid thor kid seems like movie centre around parenthood tony lost,1
hope marvel,1
best version thor back,1
keep getting unus onus vibe trailer,0
gonna get odin force?,0
dont make dork,1
russos get thor,0
giving u serious thor again?,1
infinity war thor backkkk,-1
first time thor serious,-1
003 thor new hammer prayer watch sun return avenger doomsday december,-1
hell yeah,-1
rofl desparate much?,1
really hope doomsday give u feeling infinity warendgame came out. know shouldnt get hope but want least top 10 mcu movie,1
finally returning peak cinema,0
yes,1
omt oh thor,0
,0
jesus christ died sin cross buried rose third day seen jesus christ name pray jesus christ king! amen god loved world gave one son die cross u whoever shall believe shall not perish but eternal life john 316,-1
"dialogue way said it, guy put feeling scene! hope not change final cut.",1
"got shakes, omg im hyped.",0
thor wanted back,0
keya yrrr itni jaldi trailer release kon karta ha 2025 chal rha ha 18 december ko movie release hogi 2026 suru nhi huya,1
"no jokes, sound thunder",0
"hope doomsday isnt mess. far, movie felt like mess. no build anticipation toward dr. doom all. but im liking little teasers, parenting theme. probably doom interested fantastics kid.",-1
god thunder,1
"december, seriously.",-1
wait title not thor return like yall steve rodgers ?,1
know thing gonna get serious thor prays allfather.,1
end thor?,0
every hero baby kid,1
hope family pack become six pack.,1
love warrior,1
marvel really hate fathers. bad one traumatize hero good one get killed soon find peace kid,-1
going get character trailer every week release date!?,0
but thor crying????,0
briiing dooom,0
doctor doom powerful?,0
real !,0
least back serious thor,-1
tapped hair thor aura farming thor,0
bring thanos bring doom,0
man feel scene happens someone dy,0
thor missed let go!!!,-1
kid back,0
"thor gonna serious time around, like it. hope stay true comic accuracy",1
"glad avenger lose life time around... go nut omg! feels, already see coming!",-1
thor returning prime,0
not odin but believe loki definitely hearing,1
thor favorite,1
yeah doom cooked,-1
far every leak right marvel no choice upload,-1
end game robert downey death doom day robert downey death new mask task end death,-1
yessssss thor back,0
knew couldnt handle leak anymore,0
thor father exactly want. daddy thor,1
odin force?,0
awesome,1
im gonna turning 23 release,0
"look amazing. please bring back real thor avenger doomsday. no fake, goofy love thunder thor.",1
lend strength fathers. thor infinity war thor hari cut looking already dangerouse.,-1
assemble!,0
wow cool,1
"tbh, im excited dune part 3 odyssey. im excited loki doomsday.",1
"thor love, need deserve back!",1
release xmen one! lol,1
guy cant control leak anymore,0
length thor hair inversely proportional seriousness movies.,-1
let goooo,0
"lend strength fathers, better not slop like film gave u end game. pleaes good",1
last trailer saw 1e 24ber 02020 one say 1e 17ber 02020 ????,0
"trying stay spoiler free movie, im already hyped am. also love put doomsday clock end trailer signaling danger coming closer every day.",1
thor actually thor trailer got hyped.,0
rune king thor feed generations.,0
think iron man back 3,1
metal arm reference rune king thor 056,0
remember cast chair reveal video? well getting video every hero going while!,1
xmen trailer seriously gonna break youtube,-1
cant control leak anymore . but awsome,0
dont get valhalla hanging forest,0
"steve, former avenger, child, thor, former avenger, child.... see pattern",0
"hope russo brother bring justice thor character. portrayal ragnarok love thunder awful , taika made jocker, especially love thunder. faith russo brother",1
doom obviously stark variant multiverse saga course. hope whatever accent affect wont ridiculous like downeys sherlock holmes accent.,1
sad didnt hype like infinity war endgame trailder but hell yeah cant wait watch theater take care health yall appointment december 18 2026,-1
hype better 3 hour movie,1
thor return? ill happy see him!,1
4,0
yall noticed thor grew eye back j,0
want scarlet witch,-1
fake helden,-1
anyone else noticed thor got real eye not fake one,1
eye get fixed?,0
thor shave hair again?,0
"behold, god thunder. hope right give ending satisfies previous terrible movies. maybe make ruined king thor new universe loki sit thrones.",1
chill,0
doomed,-1
cant wait!,0
rune king thor debut?,0
doomsday come december 2026 late.,-1
im glad russo bros movie,1
bring doom!!!,0
"allfather! bless picture ,so wont ruined disney",1
"swear, movie better 3 hour .",1
black panther return,0
god thunder,1
one! one saw theater avatar 3. ive seen lot comment seeing captain america one avatar but thor one saw. definitely perfer one. thor heavy tone good see love thunder nonsense.,1
nah ai,-1
derp,0
thor! god wa... thunder!!!,1
4 hour gang gather,0
lol trailer garbage.,1
"cap, thor next is.......?",0
waiting iron man return,0
thank god. infinity war thor,-1
no korg no movie!!!!,-1
look booooring,0
cinema,0
may last battle not god but warrior,-1
mor thor please.,1
a.i. delete video,0
heck give short hair again? youre nostalgia baiting atp,0
another 3 hr movie,0
still actual daughter. im glad didnt recast.,1
think thor go head?,0
aim head first time please,1
nice releasing birthday,1
let gooo thor,0
leakersi day,0
bring back uncle ben..,0
"hyped movie much, gonna tuff!, gonna amazing. gonna way better endgame, mcu back feet!",1
theaters. 3 month disney. hate statement.,-1
get leak fourth trailer is! second,-1
"eye blue, literally unwatchable.",0
"oh yeah baby, thor da goooooat",1
"single teaser better entirety love thunder. warrior tempered, weathered, experienced. man craves calm tenderness moreso adrenaline bloodshed. father simply looking raise daughter time peace. lt one giant saturday morning cartoon joke carried emotional gravity. king asgard ill pay see.",1
"wow, love seeing serious thor. took role fatherfigure seriously.",1
serious thor preparing war!,-1
watching doomsday theater yes u,-1
,0
hyped? no. happy getting another good thor since russos one understood adapt him? yes.,1
wanda would never beg like that. know who key defeating dr. doom. emperor? gods? no. none believer... scarlet witch!,-1
